module,class,method,params,throws
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setType,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setPayee,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setDetail,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setUserInfo,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getFee,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getTitle,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getBillingTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getBillingNo,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getBillingCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getFeeWithoutTax,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getTax,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getPdfUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getTripPdfUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getReimburseStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getCheckCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getBuyerNumber,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getBuyerAddressAndPhone,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getBuyerBankAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getSellerNumber,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getSellerAddressAndPhone,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getSellerBankAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getRemarks,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getCashier,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getMaker,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,getInfo,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setFee,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setTitle,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setBillingTime,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setBillingNo,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setBillingCode,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setFeeWithoutTax,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setTax,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setPdfUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setTripPdfUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setReimburseStatus,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setCheckCode,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setBuyerNumber,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setBuyerAddressAndPhone,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setBuyerBankAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setSellerNumber,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setSellerAddressAndPhone,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setSellerBankAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setRemarks,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setCashier,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setMaker,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,setInfo,java.util.List<me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo>,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceUserInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,getCardId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,getEncryptCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,getReimburseStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,setCardId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,setEncryptCode,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,setReimburseStatus,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateInvoiceStatusRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,getReimburseStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,getInvoiceList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,setOpenid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,setReimburseStatus,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,setInvoiceList,java.util.List<me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest>,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.UpdateStatusBatchRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,TEXT,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,IMAGE,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,VOICE,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,VIDEO,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,MUSIC,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,NEWS,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,MPNEWS,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,WXCARD,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,MSGMENU,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,MINIPROGRAMPAGE,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,MPNEWSARTICLE,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMsgType,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getToUser,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMsgType,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getContent,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMediaId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getThumbMediaId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getTitle,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getDescription,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMusicUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getHqMusicUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getKfAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getCardId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMpNewsMediaId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMiniProgramAppId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMiniProgramPagePath,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getHeadContent,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getTailContent,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,getMpNewsArticleId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setToUser,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setContent,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMediaId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setThumbMediaId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setTitle,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setDescription,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMusicUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setHqMusicUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setKfAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setCardId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMpNewsMediaId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMiniProgramAppId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMiniProgramPagePath,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setHeadContent,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setTailContent,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setArticles,java.util.List<me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage$WxArticle>,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMpNewsArticleId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,setMsgMenus,java.util.List<me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage$MsgMenu>,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.WxMpKefuMessage,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,getKfAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,getNickName,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,getInviteWx,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,setKfAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,setNickName,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,setInviteWx,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfAccountRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,getKfAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,setKfAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,setOpenid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.request.WxMpKfSessionRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getHeadImgUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getNick,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getWxAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getInviteWx,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getInviteExpireTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getInviteStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,getAcceptedCase,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setHeadImgUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setNick,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setWxAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setInviteWx,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setInviteExpireTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setInviteStatus,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setStatus,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,setAcceptedCase,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfList,getKfList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfList,setKfList,java.util.List<me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo>,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfList,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfList,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,getRecords,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,getNumber,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,getMsgId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,setRecords,java.util.List<me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord>,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,setNumber,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,setMsgId,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgList,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,getWorker,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,setWorker,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,setOpenid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,getText,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,setText,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,getTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,setTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,getOperateCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,setOperateCode,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfMsgRecord,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfOnlineList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfOnlineList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfOnlineList,getKfOnlineList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfOnlineList,setKfOnlineList,java.util.List<me.chanjar.weixin.mp.bean.kefu.result.WxMpKfInfo>,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfOnlineList,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfOnlineList,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,getKfAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,getCreateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,getLatestTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,setKfAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,setCreateTime,long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,setLatestTime,long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,setOpenid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,getKfAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,getCreateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,setKfAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,setCreateTime,long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionGetResult,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionList,getKfSessionList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionList,setKfSessionList,java.util.List<me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession>,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionList,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionList,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionWaitCaseList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionWaitCaseList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionWaitCaseList,getCount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionWaitCaseList,getKfSessionWaitCaseList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionWaitCaseList,setCount,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSessionWaitCaseList,setKfSessionWaitCaseList,java.util.List<me.chanjar.weixin.mp.bean.kefu.result.WxMpKfSession>,
